,리뷰 내용,month&year,mall_num,review_star,reveiw_star,img_num,modi_text,_nouns_in_text,text_length
393,"기존에 사용하던게 고장난줄 알고 결제했다가 1시간 뒤에 작동되는걸 확인 후 취소하려 했으나 이미 배송 시작되었다고 해서 그냥 받았음.
덕분에 저가형 펜타그래프 키보드 쓰는 아들에게 키보드 하나 선물로 주게 되었고 일단은 빠른 배송과 제품은 만족함.
전부터 사용했던 제품이며 가성비 괜찮고 쓸만한 제품임.",12,7,5,5,3,기존에 사용하던 게 고장 난 줄 알고 결제했다가 1시간 뒤에 작동되는 걸 확인 후 취소하려 했으나 이미 배송 시작되었다고 해서 그냥 받았음.덕분에 저가형 팬터그래프 키보드 쓰는 아들에게 키보드 하나 선물로 주게 되었고 일단은 빠른 배송과 제품은 만족함.전부터 사용했던 제품이며 구성비 괜찮고 쓸만한 제품임.,0,171
394,"""저녁8시전까지 주문시 다음날 도착 보장"" 이라는 문구는 소비자를 착각에 빠지게 유도하는 행위. 도착보장도 못하면서 보장이라는 문구를 사용하며 물음표 표시에 작게 도착 보장 못할수도 있다라고 적어놓고 보장을 못할수도 있음을 알고 있음에도 버젓이 도착보장이라고 강조하듯 표시하고 판매하네요. 도착 보장 100프로 아니니 믿지마세요.",6,2,1,1,0,"""저녁 8시 전까지 주문 시 다음날 도착 보장""이라는 문구는 소비자를 착각에 빠지게 유도하는 행위. 도착 보장도 못 하면서 보장이라는 문구를 사용하며 물음표 표시에 작게 도착 보장 못 할 수도 있다고 적어놓고 보장을 못 할 수도 있음을 알고 있음에도 버젓이 도착 보장이라고 강조하듯 표시하고 판매하네요. 도착 보장 100프로 아니니 믿지 마세요.",0,193
395,상품은 ㄱㅊ았지만 안에 상세한 설정 설명서가 있었으면 하는 아쉬움이 있습니다.키스킨 실수로 같이 구매못한거 검색해봐도 키스킨만 파는곳이 안나와서 키스킨만 살 방법 없나 문의하니까 인터넷에 키스킨치면 나온다고 설명하니 참 여러가지로 좀 그렇네여.,2,8,2,2,0,상품은 ㄱㅊ았지만 안에 상세한 설정 설명서가 있었으면 하는 아쉬움이 있습니다. 키스킨 실수로 같이 구매 못한 거 검색해봐도 키스킨만 파는 곳이 안 나와서 키스킨만 살 방법 없나 문의하니까 인터넷에 키스킨 치면 나온다고 설명하니 참 여러 가지로 좀 그렇네요.,0,143
396,"주문한 다음날 바로 배송되어 왔어요~ 깔끔하고 꼼꼼하게 포장되어 도착해서 2개 전부 잘 사용중입니다~게이밍 기계식 키보드에 적당한 사운드,LED기능 역시 기계식도 앱코키보드가 최고 네여,~ 무선키보드도 앱코꺼 쓰는데 키보드 수명이나 가격 너무 좋아서 브랜드 보고 샀어요",9,1,5,5,0,"주문한 다음날 바로 배송되어 왔어요~ 깔끔하고 꼼꼼하게 포장되어 도착해서 2개 전부 잘 사용 중입니다~게이밍 기계식 키보드에 적당한 사운드, LED 기능 역시 기계식도 앱코 키보드가 최고 네여,~ 무선 키보드도 앱코 꺼 쓰는데 키보드 수명이나 가격 너무 좋아서 브랜드 보고 샀어요",0,156
397,3월 30일 구매하고 3월 31일 하루만에 배송 받았습니다. 가격 : 별 다섯개 / 이유 : 오프라인 온라인 어딜 가도 합리적인 이 가격에 만나볼 수 없었음 성능 : 별 다섯개 / 이유 : 피시방과 동일한 쾌적한 환경에서 게임 플레이 업무/문서 작성 가능 디자인 : 키보드의 상하좌우 군더더기 없는 디자인에 반했으며 가볍고 또한 심플한 디자인 총평 : 다음에도 또 구매할 의사가 있고 새 컴퓨터에 맞춘 합리적인 제품을 받아 기분이 상당히 좋았음.,6,1,5,5,0,3월 30일 구매하고 3월 31일 하루 만에 배송받았습니다. 가격 : 별 다섯 개 / 이유 : 오프라인 온라인 어딜 가도 합리적인 이 가격에 만나볼 수 없었음 성능 : 별 다섯 개 / 이유 : 피시방과 동일한 쾌적한 환경에서 게임 플레이 업무/문서 작성 가능 디자인 : 키보드의 상하좌우 군더더기 없는 디자인에 반했으며 가볍고 또한 심플한 디자인 총평 : 다음에도 또 구매할 의사가 있고 새 컴퓨터에 맞춘 합리적인 제품을 받아 기분이 상당히 좋았음.,0,251
398,적당한 가격선에서 좋은제품 구매하였네요 적축의 탁월한 타건감 만족스럽고 입체적인 디자인 또한 매우 만족스럽습니다. 남은건 내구성의 문제인데 장기간 써보고 후기 알려드릴께요 내구성까지 좋다면 주변에 선물용으로 재구매 의사 있습니다^^,3,1,5,5,0,적당한 가격선에서 좋은 제품 구매하였네요 적축의 탁월한 타건감 만족스럽고 입체적인 디자인 또한 매우 만족스럽습니다. 남은 건 내구성의 문제인데 장기간 써보고 후기 알려드릴게요 내구성까지 좋다면 주변에 선물용으로 재구매 의사 있습니다^^,0,131
399,"소리가 매력적인 청축 키보드를 찾다가, 이 제품의 이미지와 사양을 보고 맘에 들어 구입했어요!사사사삭 키보드 눌림의 느낌과 소리가 너무 좋아 만족스럽습니다!!만약, 청축 기계식 키보드를 찾고 있다면, 강추!게임은 별로 안좋아하지만, 그래도 글쓰는 맛이 좋아서, 강추!암튼 짱짱맨~요!!",3,3,5,5,1,"소리가 매력적인 청축 키보드를 찾다가, 이 제품의 이미지와 사양을 보고 맘에 들어 구입했어요!사사사삭 키보드 눌림의 느낌과 소리가 너무 좋아 만족스럽습니다!! 만약, 청축 기계식 키보드를 찾고 있다면, 강추! 게임은 별로 안 좋아하지만, 그래도 글 쓰는 맛이 좋아서, 강추! 암튼 짱짱만~요!!",0,164
400,몇년전 첫구매로 블랙사용했는데 오랜사용으로 바꾸면서이번에 화이트로 구매했어요..화이트가 불 들어오니 더 이뻐요 ~~~ 아이가 좋아해서 저도 좋고 청축이 타닥타닥 타자소리가 제법 시끄러운데 이건 타자감도 크게 나쁘지 않고 부드럽네요아주 만족입니다.둘째도 사고 싶어해서 조만간 또 구매각입니다.많이 파세요~~^^,13,3,5,5,0,몇 년 전 첫 구매로 블랙 사용했는데 오랜 사용으로 바꾸면서 이번에 화이트로 구매했어요.. 화이트가 불 들어오니 더 이뻐요 ~~~ 아이가 좋아해서 저도 좋고 청축이 타닥타닥 타자 소리가 제법 시끄러운데 이건 타자감도 크게 나쁘지 않고 부드럽네요 아주 만족입니다. 둘째도 사고 싶어 해서 조만간 또 구매가입니다. 많이 파세요~~^^,0,184
401,1. 가성비 갑 이 가격에 이정도 느낌의 기식 키보드는 보기 어려울 듯하네요. 2. 터치감 다른 청축에 비해 약간 딱딱하고 소리가 큰 느낌 사무실에서 쓰려면 갈축 추천함 3. 무게감 적당히 무거워서 안정감 있네요. 고무 패드도 있어 미끄러지지 않아요 4. 진동 진동이 크게 느껴지지 않네요,9,1,5,5,0,1. 구성비 갑 이 가격에 이 정도 느낌의 기식 키보드는 보기 어려울 듯하네요. 2. 터치감 다른 청축에 비해 약간 딱딱하고 소리가 큰 느낌 사무실에서 쓰려면 갈축 추천함 3. 무게감 적당히 무거워서 안정감 있네요. 고무 패드도 있어 미끄러지지 않아요 4. 진동 진동이 크게 느껴지지 않네요,0,162
402,Fn + Ins 키 누르면 여러가지 색깔로 전환할 수가 있어서 너무 좋습니다!! PC방 키보드보다 더 마음에 듭니다~~ 저는 키보드 칠때마다 소리가 탁탁 나는 타격감 있는 청축키보드 애호가 입니다!! 사무실에서 일하시거나 시끄러운거 싫어하시는분은 비추입니다!! 가정용으로 소리 탁탁 나게 쓰는거 좋아하시는분은 청축키보드 주문하시면 됩니다~~ 키보드는 역시 청축 키보드가 최고입니다!! 한컴타자연습할때 소리가 탁탁 계속 나면 타자치는 맛이 있습니다~~,5,1,5,5,0,Fn + Ins 키 누르면 여러 가지 색깔로 전환할 수가 있어서 너무 좋습니다!! PC방 키보드보다 더 마음에 듭니다~~ 저는 키보드 칠 때마다 소리가 탁탁 나는 타격감 있는 청축키보드 애호가입니다!! 사무실에서 일하시거나 시끄러운 거 싫어하시는 분은 비추입니다!! 가정용으로 소리 탁탁 나게 쓰는 거 좋아하시는 분은 청축키보드 주문하시면 됩니다~~ 키보드는 역시 청축 키보드가 최고입니다!! 한컴 타자 연습할 때 소리가 탁탁 계속 나면 타자치는 맛이 있습니다~~,0,259
403,맨날 노트북만 쓰다가 데스크탑 구매하고자 선택한 첫 기계식 키보드입니다 적축이라 실내에서 쓰기 적합하구요 본체가안와 임시로 놋북에 연결해서 사용했는데 불빛 조절도 가능하고 타닥탁 소리 덕분에 게임하는맛나네요 ㅜ 앞으로 잘쓰겠습니다?,9,1,5,5,0,맨날 노트북만 쓰다가 데스크톱 구매하고자 선택한 첫 기계식 키보드입니다 적축이라 실내에서 쓰기 적합하고요 본체가 안 와 임시로 노트북에 연결해서 사용했는데 불빛 조절도 가능하고 타다가 탁 소리 덕분에 게임하는 맛나네요 ㅜ 앞으로 잘 쓰겠습니다?,0,136
404,새제품 받자마자 불량인지 s 키가 안눌려요 s키 연타를해야 그제서야 반응하고 조금 지나면또 입력안되고 무슨문제이가 동봉된클립으로 뽑아보려는데 뽑히지도 않고 부러지고 겨우뽑아서 다시 꼽아도 똑같고 후기도 겨우 쓰고있습니다. 교환이나 무상 수리 받고싶습니다.,9,2,1,1,0,새 제품 받자마자 불량인지 s 키가 안 눌려요 s 키 연타를 해야 그제서야 반응하고 조금 지나면 또 입력 안되고 무슨 문제이가 동봉된 클립으로 뽑아보려는데 뽑히지도 않고 부러지고 겨우 뽑아서 다시 꼽아도 똑같고 후기도 겨우 쓰고 있습니다. 교환이나 무상 수리받고 싶습니다.,0,152
405,부담없는 가격으로 찾고 있는데 많은 분들이 권하셔서 구매했어요.소리도 청축이 가장 경쾌한거 같아서 골랐는데 의뢰로 손가락을 세워야해서 조금 피로가 오네요.손목 보호대가 있어야 할 것 같아요. 현란한 LED는 취향이 아니라 처음만 해보고 껐어요.구매하실 분들 참고하세요.,9,3,5,5,0,부담 없는 가격으로 찾고 있는데 많은 분들이 권하셔서 구매했어요. 소리도 청축이 가장 경쾌한 거 같아서 골랐는데 의뢰로 손가락을 세워야 해서 조금 피로가 오네요. 손목 보호대가 있어야 할 것 같아요. 현란한 LED는 취향이 아니라 처음만 해보고 껐어요. 구매하실 분들 참고하세요.,0,156
406,"청축은 조금 시끄러울거 같아 적축으로 샀어요.
기존에 멤브레인 방식의 키보드를 사용했었는데,
확실히 기계식 키보드는 타이핑할때 힘도 덜들고 타이핑하는 맛도 느껴지네요.
LED도 화려하고, 사용 안할때 키커버 덮어 놓으면 먼지 유입도 방지되고 좋아요.
가성비 정말 짱이며, 기계식 키보드 입문자에게 적극 추천드려요~",7,2,5,5,0,"청축은 조금 시끄러울 거 같아 적축으로 샀어요.기존에 멤브레인 방식의 키보드를 사용했었는데,확실히 기계식 키보드는 타이핑할 때 힘도 덜 들고 타이핑하는 맛도 느껴지네요.LED도 화려하고, 사용 안 할 때 키 커버 덮어 놓으면 먼지 유입도 방지되고 좋아요.구성비 정말 최고며, 기계식 키보드 입문자에게 적극 추천드려요~",0,177
407,"쓴지 한달 조금 넘었는데 게이밍 키보드라면서 게임할때 반응속도, 키 씹힘, 더블클릭, 키지연 등 여러 문제가 발생 되네요:;;; 가격이 암만 저렴해도 이건 좀 아니지 않나 싶습니다. 뭐 불량이라고 해도 이 회사가 관리를 잘 안한 탓도 있으니까 앞으로는 앱코에서는 게이밍 키보드 안살거 같네요.",8,7,1,1,0,"쓴 지 한 달 조금 넘었는데 게이밍 키보드라면서 게임할 때 반응속도, 키 씹힘, 더블클릭, 키 지연 등 여러 문제가 발생되네요:;;; 가격이 암만 저렴해도 이건 좀 아니지 않나 싶습니다. 뭐 불량이라고 해도 이 회사가 관리를 잘 안한 탓도 있으니까 앞으로는 앱코에서는 게이밍 키보드 안 살 거 같네요.",0,168
408,갈축으로 샀습니다.타건도 예상했던 것보다 훨씬 좋고기계식 키보드 처음으로 사봤는데 겜방에서 타건하던 감동 그대로네요친구들에게도 많이 추천해줄것 같습니다.다양한 기능설정도 가능하고 LED 바꾸는 것도 굉장히 간단해서 좋습니다.게임은 물론이고 워드나 문서 작업할 때 기분이 좋을것 같습니다 ㅋㅋ,2,2,5,5,1,갈축으로 샀습니다. 타건도 예상했던 것보다 훨씬 좋고 기계식 키보드 처음으로 사봤는데 게임방에서 타건 하던 감동 그대로네요 친구들에게도 많이 추천해줄 것 같습니다. 다양한 기능 설정에도 가능하고 LED 바꾸는 것도 굉장히 간단해서 좋습니다. 게임은 물론이고 워드나 문서 작업할 때 기분이 좋을 것 같습니다 ㅋㅋ,0,173
409,"두번째 주문입니다.블랙을 사용하다가 이번에 세일 소식을 듣고 화이트로 재구매 합니다.지난번 흑백과 스페이스바 각인이 조금 달라졌네요.한영 각인도 좀더 선명해진 것 같구요.흑백은 스페이스바에 문제가 있어서 제가 수리해서 사용했었는데 이번에는 뽑기운이 좋기를 기대합니다.타자 치는 감이 좋고, LED가 상당히 멋집니다.좋은 키보드에요.",8,3,5,5,0,"두 번째 주문입니다. 블랙을 사용하다가 이번에 세일 소식을 듣고 화이트로 재구매 합니다. 지난번 흑백과 스페이스바 각인이 조금 달라졌네요. 한영 각인도 좀 더 선명해진 것 같고요. 흑백은 스페이스 바에 문제가 있어서 제가 수리해서 사용했었는데 이번에는 뽑기 운이 좋기를 기대합니다. 타자 치는 감이 좋고, LED가 상당히 멋집니다. 좋은 키보드에요.",0,195
410,"작년에 abko 기계식 키보드 구입한 후 지금까지 4번째 구입입니다. (주변 선물, 사무실 등)
이정도 가격에 디자인, 성능 모두 만족하는 브랜드가 abko밖에 없다고 확신합니다.
기계식 키보드 써보고 싶지만 가격때문에 선뜻 구입하지 못하는 친구, 동료에게 선물용으로 탁월한 것 같아요.
가격은 비싸지 않지만 선물을 받는 사람들(특히 게임하지 않는 사람)에게는 어마어마한 만족도를 가져옵니다ㅋ",3,2,5,5,1,"작년에 abko 기계식 키보드 구입한 후 지금까지 4번째 구입입니다. (주변 선물, 사무실 등)이 정도 가격에 디자인, 성능 모두 만족하는 브랜드가 abko밖에 없다고 확신합니다.기계식 키보드 써보고 싶지만 가격 때문에 선뜻 구입하지 못하는 친구, 동료에게 선물용으로 탁월한 것 같아요.가격은 비싸지 않지만 선물을 받는 사람들(특히 게임하지 않는 사람)에게는 어마어마한 만족도를 가져옵니다ㅋ",0,218
411,"기존에 쓰던게 '청축'이어서 '갈축'으로 하려다가 '적축'이 손의 피로감이 적다고 들어서 '적축'으로 구매하게 되었네요.
'청축'보다는 조금만 눌러도 인식이 되는 편이라 한동안은 적응하는데 시간이 걸릴 것 같습니다.
제품도 흠집 없이 깔끔하고 키보드 먼지 커버와 청소용 솔,키 캡 리무버까지 있으니 청소하기도 너무 좋을 것 같아요!",7,2,5,5,0,"기존에 쓰던 게 '청축'이어서 '갈축'으로 하려다가 '적축'이 손의 피로감이 적다고 들어서 '적축'으로 구매하게 되었네요.'청축'보다는 조금만 눌러도 인식이 되는 편이라 한동안은 적응하는데 시간이 걸릴 것 같습니다.제품도 흠집 없이 깔끔하고 키보드 먼지 커버와 청소용 솔, 키 캡 리무버까지 있으니 청소하기도 너무 좋을 것 같아요!",0,185
412,가성비 괜찮은 상품입니다. 피씨방에서 많이 써본제품이라 키감은 알고있었지만 집에서 쓰려고 보니 특히 펑션기능이 잘되어있는거같네요. 단점이라면 아무래도 금액대의 한계로 키캡 사출이 아쉽지만 이 가격에 고급키보드 사출까지 바라는건 욕심인것같아요. 만족합니다!!,8,4,5,5,1,구성비 괜찮은 상품입니다. 피시방에서 많이 써본 제품이라 키감은 알고 있었지만 집에서 쓰려고 보니 특히 펑션 기능이 잘 되어있는 거 같네요. 단점이라면 아무래도 금액대의 한계로 키캡 사출이 아쉽지만 이 가격에 고급 키보드 사출까지 바라는 건 욕심인 것 같아요. 만족합니다!!,0,153
413,기계식 키보드를 쓸 때가 된 것 같아서 용산 돌아다니면서 알아봤었는데 저가형은 다들 별로 쓰기 안좋다고 하시더라구요. 고가형만 추천하시는 분들만 계셨습니다. 처음 쓰는 기계식이라 고가형으로 가는건 좀 부담되서 커피숍 앉아서 검색하다보니 k640 이 나오더라구요. 가격도 저렴하고 평이 좋아서 바로 구매했고 아주 잘 쓰고 있습니다. 좋습니다.,8,4,5,5,1,기계식 키보드를 쓸 때가 된 것 같아서 용산 돌아다니면서 알아봤었는데 저가형은 다들 별로 쓰기 안 좋다고 하시더라고요. 고가 형만 추천하시는 분들만 계셨습니다. 처음 쓰는 기계식이라 고가형으로 가는 건 좀 부담돼서 커피숍 앉아서 검색하다 보니 k640 이 나오더라고요. 가격도 저렴하고 평이 좋아서 바로 구매했고 아주 잘 쓰고 있습니다. 좋습니다.,0,194
414,"포장상태부터 배송속도까지 굉장히 만족합니다. 키보드 타건감(사용감)도 굉장히 만족스럽고, 키보드부속부품(교체, 청소)도 스스로 할 수 있게 포함되어 있습니다. 키보드 자체 또한 무게감이 제법 있어서, 어지간해선 흔들리지 않습니다. 또한 키보드 연결선도 두툼하고 외관상으로도 보기 좋습니다. 브랜드 키보드를 처음으로 구매해봤는데, 다음에 또 키보드를 구매하게 된다면, 재구매의사 있습니다. 가격대비 100%만족합니다!",10,1,5,5,0,"포장상태부터 배송 속도까지 굉장히 만족합니다. 키보드 타건감(사용감)도 굉장히 만족스럽고, 키보드 부속 부품(교체, 청소)도 스스로 할 수 있게 포함되어 있습니다. 키보드 자체 또한 무게감이 제법 있어서, 어지간해선 흔들리지 않습니다. 또한 키보드 연결선도 두툼하고 외관상으로도 보기 좋습니다. 브랜드 키보드를 처음으로 구매해봤는데, 다음에 또 키보드를 구매하게 된다면, 재구매 의사 있습니다. 가격 대비 100% 만족합니다!",0,238
415,"가격 저렴 및 타격감이 좋아서 기계식키보드 처음사용자용으로 매우좋음. 너무 무겁지도, 가볍지도 않은 적당한 무게감으로 게임할때 적당함. LED색도 이쁘고 마음에드는 조명 타입으로 바꿀수도 있음. 마지막으로 플라스틱소재의 투명 커버케이스(?)가 있어서 정리할때 깔끔해서 만족^^",3,2,5,5,3,"가격 저렴 및 타격감이 좋아서 기계식 키보드 처음 사용자용으로 매우 좋음. 너무 무겁지도, 가볍지도 않은 적당한 무게감으로 게임할 때 적당함. LED 색도 이쁘고 마음에 드는 조명 타입으로 바꿀 수도 있음. 마지막으로 플라스틱 소재의 투명 커버 케이스(?)가 있어서 정리할 때 깔끔해서 만족^^",0,164
416,기계식 키보드를 한번도 사용해본 적 없어서 바꿀 기회가 되어 청축으로 바꾸게 되었습니다. 처음이라 그래서 비교할 제품이 없어서인지 모르겠지만 개인적으로 대만족. 청축이라 너무 시끄럽진 않을까 싶었지만 적당한 소리로 누를 때 즐겁네여. 그리고 LED도 너무 예뻐요! 잘 사용할게요. 좋은 제품 감사합니다??,13,2,5,5,0,기계식 키보드를 한 번도 사용해본 적 없어서 바꿀 기회가 되어 청축으로 바꾸게 되었습니다. 처음이라 그래서 비교할 제품이 없어서인지 모르겠지만 개인적으로 대만족. 청축이라 너무 시끄럽진 않을까 싶었지만 적당한 소리로 누를 때 즐겁네요. 그리고 LED도 너무 예뻐요! 잘 사용할게요. 좋은 제품 감사합니다??,0,171
417,"밋밋한 컴퓨터에 새로운 색깔을 불어넣어줬어요.
기존에 쓰던것들은 컴퓨터사면 공짜로 주는거라 키를 4개 누르면 키가 먹히던데, 이건 하나도 안먹혀서 좋아요!
적축으로 샀는데 흑축 언제나오나요ㅠㅠ
적축인데도 소리가 갈축느낌이라서 아쉬움이 있슴당..!",8,2,4,4,0,"밋밋한 컴퓨터에 새로운 색깔을 불어넣어 줬어요.기존에 쓰던 것들은 컴퓨터 사면 공짜로 주는 거라 키를 4개 누르면 키가 먹히던데, 이건 하나도 안 먹혀서 좋아요!적축으로 샀는데 흑축 언제나오나요ㅠㅠ적축인데도 소리가 갈축느낌이라서 아쉬움이 있슴당..!",0,139
418,고딩아들이 기계식 키보드 노래를 불러서 이곳저곳 검색하다가 상품평도 좋고 가격도 쿠폰할인되길래 얼른 구매했어요. 갈축과 적축중에서 고민하다가 아들이 갈축하고싶다해서 갈축 선택했는데 잘한것 같아요.타자감과 소리 다 적당해서 아들이 매우 만족해합니다. 사이즈도 커보였는데 테이블에 딱 맞아요. 재구매 의향 있습니다.,11,2,5,5,0,고등학생 아들이 기계식 키보드 노래를 불러서 이곳저곳 검색하다가 상품평도 좋고 가격도 쿠폰 할인되길래 얼른 구매했어요. 갈축과 적축중에서 고민하다가 아들이 갈축하고 싶다 해서 갈축 선택했는데 잘한 것 같아요. 타자감과 소리 다 적당해서 아들이 매우 만족해합니다. 사이즈도 커 보였는데 테이블에 딱 맞아요. 재구매 의향 있습니다.,0,183
419,4번째구매네요ㅠㅠ 고장나서 자꾸 사는게 아니고 후배에게 물려주고 또사고... 시커먼거만 사다가 이번엔 허연거.. 색다르네요. 마우스는 타사꺼지만 흰색으로 ？쓺？^^추천요? 살때마다 얘기해서 식상합니다많이 팔아서 부자되세요~,9,1,5,5,0,4번째구매네요ㅠㅠ 고장 나서 자꾸 사는 게 아니고 후배에게 물려주고 또 사고... 시커먼 거만 사다가 이번엔 허연 거.. 색다르네요. 마우스는 타사 거지만 흰색으로？ 쓺？^^추천요? 살 때마다 얘기해서 식상합니다 많이 팔아서 부자 되세요~,0,133
420,기존660을가지고있는데 옆에엘이디가있고없고차이고 상품은 만족합니다. 키감이 제일맘에드는군요. 청축보단 키감이떨어지지만 사무실에서쓰기에 소음도적어 딱 좋습니다. 별하나를뺀건 보호케이스가 불량이라그렇구요. 친절이 다시보내준다하니 이것도 만족합니다. 번창하세요,5,1,4,4,0,기존 660을 가지고 있는데 옆에 엘이디가 있고 없고 차이고 상품은 만족합니다. 키감이 제일 맘에 드는군요. 청축보단 키감이 떨어지지만 사무실에서 쓰기에 소음도 적어 딱 좋습니다. 별 하나를 뺀 건 보호 케이스가 불량이라 그렇고요. 친절이 다시 보내준다 하니 이것도 만족합니다. 번창하세요,0,161
421,키감도 아주 마음에 들며 크게 시끄럽지 않아 갈축 선택하길 잘했다는 생각이 드네요.LED 모드도 다양해서 아주 이쁘고 이정도 가격에 이런 성능과 디자인이면 정말 괜찮은 것 같습니다.케이블도 아주 튼튼해 보여서 고장만 잘 안나고 오래 쓸 수 있었으면 좋겠네요.배송은 아주 빨랐습니다.,6,3,5,5,0,키감도 아주 마음에 들며 크게 시끄럽지 않아 갈축 선택하길 잘했다는 생각이 드네요. LED 모드도 다양해서 아주 이쁘고 이 정도 가격에 이런 성능과 디자인이면 정말 괜찮은 것 같습니다. 케이블도 아주 튼튼해 보여서 고장만 잘 안 나고 오래 쓸 수 있었으면 좋겠네요. 배송은 아주 빨랐습니다.,0,162
422,"생각보다 빨리 배송와서 고마웠습니다.(주문후 다음날 도착) 기존에 앱코 해커 K1000 청축을 썼는데, 밤에 주로 게임을하다보니 소리가 큰점이 있어서 소리가 덜나는 갈축으로 구매하였습니다. 사용해보니 소리도 덜나고 무엇보다 키보드 타이핑감이 너무 좋고 가격도 맘에듭니다! 소리가 작게나는 기계식 키보드를 원하시는 분이라면 적극 추천입니다!!",5,1,5,5,0,"생각보다 빨리 배송 와서 고마웠습니다.(주문 후 다음날 도착) 기존에 앱코 해커 K1000 청축을 썼는데, 밤에 주로 게임을 하다 보니 소리가 큰 점이 있어서 소리가 덜 나는 갈축으로 구매하였습니다. 사용해보니 소리도 덜 나고 무엇보다 키보드 타이핑 감히 너무 좋고 가격도 맘에 듭니다! 소리가 작게나는 기계식 키보드를 원하시는 분이라면 적극 추천입니다!!",0,199
423,일단 소리가 마음에 듭니다.. LED는 제 취향이 아니긴 하지만 그냥 기본으로 언제나 켜있는 상태로 놓고 사용중 입니다.. 기계식은 처음인데 오타도 많이 줄었습니다.. 키감도 저한테는 부드러워 손목에 무리가 가지 않구요.. 아무래도높이가 기존에 쓰던거 보다는 높이가 있어 손목받침대를 사용하고 있습니다..,13,4,5,5,2,일단 소리가 마음에 듭니다.. LED는 제 취향이 아니긴 하지만 그냥 기본으로 언제나 켜져 있는 상태로 놓고 사용 중입니다.. 기계식은 처음인데 오타도 많이 줄었습니다.. 키감도 저한테는 부드러워 손목에 무리가 가지 않고요.. 아무래도 높이가 기존에 쓰던 거보다는 높이가 있어 손목 받침대를 사용하고 있습니다..,0,174
424,"하얀색이라 떼 탈까봐 걱정이긴 하지만 저렴한 맛에
부담없이 화이트 써보는거 같아요
RGB도 예쁘고, 눌리는 촉감도 좋아요
저는 시끄러워서 청축 잘 안쓰는데 그래서 그런지 좀 뻑뻑한 맛이 있네요 집에서 쓰기엔 확실히 시끄러워요
사무실에서 쓰면 전쟁 날거 같으니 피하시는게 좋을거같아요",13,7,4,4,2,"하얀색이라 떼 탈까 봐 걱정이긴 하지만 저렴한 맛에부담 없이 화이트 써보는 거 같아요RGB도 예쁘고, 눌리는 촉감도 좋아요저는 시끄러워서 청축 잘 안 쓰는데 그래서 그런지 좀 뻑뻑한 맛이 있네요 집에서 쓰기엔 확실히 시끄러워요사무실에서 쓰면 전쟁 날 거 같으니 피하시는 게 좋을 거 같아요",0,161
425,"소음 ...
저렴한 가격에도 충분히 만족할만한 키보드입니다.
소음 걱정 때문에 갈축으로 구입했는데
그래도 기계식 키보드라 기본 소음은 다소 있는 편이네요.
하지만 쫀득한 키감 덕분에 계속해서 누르는 재미가 있습니다.
저는 여러 기능중에서도 다양한 LED모드가 가장 마음에 드네요.",2,2,5,5,2,소음 ...저렴한 가격에도 충분히 만족할만한 키보드입니다.소음 걱정 때문에 갈축으로 구입했는데그래도 기계식 키보드라 기본 소음은 다소 있는 편이네요.하지만 쫀득한 키감 덕분에 계속해서 누르는 재미가 있습니다.저는 여러 기능 중에서도 다양한 LED 모드가 가장 마음에 드네요.,0,153
426,"게임용으로 키감 좋은 키보드 찾다가 ABKO 제품이 좋다고 소개 받아서 사게 되었습니다. 가격도 착하고 디자인도 세련됐네요~ LED모드도 취향에 맞게 설정할 수 있어서 신기하더라구요!! 키보드 투명 커버도 버리지 않고, 키보드 사용안할 때에는 먼지 안쌓이게 잘 덮어 둡니다.",8,2,5,5,0,"게임용으로 키감 좋은 키보드 찾다가 ABKO 제품이 좋다고 소개받아서 사게 되었습니다. 가격도 착하고 디자인도 세련됐네요~ LED 모드도 취향에 맞게 설정할 수 있어서 신기하더라고요!! 키보드 투명 커버도 버리지 않고, 키보드 사용 안 할 때에는 먼지 안 쌓이게 잘 덮어 둡니다.",0,156
427,두근두근...주문했던 키보드가 왔다. 요렇게 앙증맞고 작았다. 후훕...숨을 고르고 상자를 열었다. 오홋...뚜껑도 있다...진짜다...피방처럼 뚜껑이 두둥.... 그럼 타격감은? PC에 연결하였다. 청축보다는 좀 소프트한 면이 있지만 소리는 적었다. 만족한다.,5,1,5,5,0,두근두근... 주문했던 키보드가 왔다. 요렇게 앙증맞고 작았다. 후훕...숨을 고르고 상자를 열었다. 오호... 뚜껑도 있다... 진짜다... 시방처럼 뚜껑이 두둥.... 그럼 타격감은? PC에 연결하였다. 청축보다는 좀 소프트한 면이 있지만 소리는 적었다. 만족한다.,0,150
428,"포장이 조금 파손염려가 있어 보이지만
견고해 보이고 키감이 좋아 매우 마음에 드네요
키보드에 불빛도 너무 밝지도 않고 은은하니 예쁘고요
개인적으로 엔터키가 너무 작은게 살짝 흠 ㅠ
제품 강력 추천합니다 가성비 좋은 키보드 찾는 분들
이걸로 구매하시면 매우 흡족하실겁니다",5,2,5,5,0,포장이 조금 파손 염려가 있어 보이지만견고해 보이고 키감이 좋아 매우 마음에 드네요키보드에 불빛도 너무 밝지도 않고 은은하니 예쁘고요개인적으로 엔터키가 너무 작은 게 살짝 흠 ㅠ제품 강력 추천합니다 구성비 좋은 키보드 찾는 분들이걸로 구매하시면 매우 흡족하실 겁니다,0,148
